actual_price,discount_percentage,rating,rating_count,category_median_price,brand_avg_price,brand_product_count,manufacturing_cost,quality_tier,price_to_cost_ratio,price_to_category_median_ratio,price_to_brand_avg_ratio,complexity_score,technology_level,feature_count,value_score,brand_strength,premium_index,price_elasticity,estimated_units_sold,seasonal_relevance,is_new_release,rating_x_count,category_Audio,category_Cameras,category_Climate Control,category_Computers,category_Home Entertainment,category_Home Improvement,category_Home Office,category_Kitchen Appliances,category_Mobile Accessories,category_Smartwatches,brand_tier_mid-range,price_segment_budget,price_segment_mid-range,price_segment_premium,product_type_input_device,is_price_outlier,discounted_price
4.627909508859351e-05,86.4,0.82,0.0005443214325964,329.0,129.0,2,54.5,1.0,2.0,0.331306990881459,0.8449612403100775,0.5,1.0,8.0,0.0282750384869472,22.24229507167375,0.0007212671906619,0.2314814814814814,6810.0,0.2,0.0,930.7,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,0.0002944850516732
4.627909508859351e-05,56.3,0.74,0.0084022127745286,299.0,323.75,4,174.5,1.0,2.0,1.1672240802675586,1.077992277992278,0.5,1.0,8.0,0.0072426489152765,30.198143672608243,0.0025980372523092,0.3552397868561279,105120.0,0.2,0.0,12964.8,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,0.0009433091809452
0.0001213262763133,85.0,0.8,9.83135627156604e-05,399.0,299.0,1,149.5,1.0,2.0,0.7493734335839599,1.0,0.5,1.0,8.0,0.0121958379944498,14.854288266817232,0.0016598944700966,0.2352941176470588,1230.0,0.2,0.0,164.0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,0.0008081374873469
5.8786958626051216e-05,70.1,0.8,0.0001630566406015,359.0,299.0,1,149.5,1.0,2.0,0.8328690807799443,1.0,0.5,1.0,8.0,0.0109731975940037,16.878030820704428,0.0018473558019978,0.2853067047075606,2040.0,0.2,0.0,272.0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,0.0008081374873469
2.1263368013678098e-05,62.7,0.0,0.0,237.0,540.343076923077,26,74.5,1.0,2.0,0.6286919831223629,0.2757507338642401,0.5,1.0,8.0,0.0,0.0,0.001388944951181,0.3189792663476873,0.0,0.2,0.0,0.0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,0.0004026224065519
0.0001445283631753,34.3,0.0,0.0,712.0,1047.4545454545455,11,778.5,1.0,2.0,2.186797752808989,1.4864606839090435,0.5,1.0,8.0,0.0,0.0,0.0048871462663082,0.5830903790087464,0.0,0.2,0.0,0.0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0042090572982806
0.000308381375516,40.1,0.0,0.0,899.0,2990.0,1,1495.0,1.0,2.0,3.3259176863181312,1.0,0.5,1.0,8.0,0.0,0.0,0.0074446561138527,0.4987531172069825,0.0,0.2,0.0,0.0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,0.0080830780368084
5.8786958626051216e-05,70.1,0.0,0.0,379.0,299.0,1,149.5,1.0,2.0,0.7889182058047494,1.0,0.5,1.0,8.0,0.0,0.0,0.0017486789267622,0.2853067047075606,0.0,0.2,0.0,0.0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,0.0008081374873469
2.9581097266087474e-05,42.1,0.0,0.0,712.0,1047.4545454545455,11,154.0,1.0,2.0,0.4325842696629213,0.2940461725394896,0.5,1.0,8.0,0.0,0.0,0.0009486511826338,0.4750593824228028,0.0,0.2,0.0,0.0,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,0.0008324683921946
0.0003089442293752,74.0,0.86,0.0006306455364443,798.0,1386.9566666666667,6,649.5,1.0,2.0,1.6278195488721805,0.936582974233754,0.5,1.0,8.0,0.0060354845686928,23.960262338364387,0.0036321491241486,0.2702702702702703,7890.0,0.2,0.0,1130.9,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,0.0035115713593133
6.504089039478007e-05,30.9,0.8400000000000001,0.0207441617330043,399.0,711.55,2,379.525,1.0,2.0,1.9023809523809525,1.0667556742323097,0.5,1.0,8.0,0.0050443097798004,38.07480684075757,0.0042485842093166,0.6472491909385114,259530.0,0.2,0.0,36334.2,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,0.002051852240145
4.3152129204229085e-05,33.5,0.76,0.0002277997184875,359.0,472.6,5,249.0,1.0,2.0,1.3871866295264623,1.0537452391028352,0.5,1.0,8.0,0.0062589091899131,17.304732188082053,0.0030918890138947,0.5970149253731343,2850.0,0.2,0.0,361.0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0013461208278682
0.0037299074461875,99.0,1.0,9.3517779168555e-05,539.0,597.0,1,298.5,1.0,2.0,1.1076066790352506,1.0,0.5,1.0,8.0,0.0103141724024441,18.317808230648232,0.0024641864730792,0.202020202020202,1170.0,0.2,0.0,195.0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,0.0016137607811929
3.37712315511358e-05,36.7,1.0,7.193675320658077e-06,712.0,379.0,1,189.5,1.0,2.0,0.5323033707865169,1.0,0.5,1.0,8.0,0.0214615327811814,5.493061443340549,0.00117253681189,0.544959128065395,90.0,0.2,0.0,15.0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,0.0010244121971042
