actual_price,discount_percentage,rating,rating_count,category_median_price,brand_avg_price,brand_product_count,manufacturing_cost,quality_tier,price_to_cost_ratio,price_to_category_median_ratio,price_to_brand_avg_ratio,complexity_score,technology_level,feature_count,value_score,brand_strength,premium_index,price_elasticity,estimated_units_sold,seasonal_relevance,is_new_release,rating_x_count,category_Audio,category_Cameras,category_Climate Control,category_Computers,category_Home Entertainment,category_Home Improvement,category_Home Office,category_Kitchen Appliances,category_Mobile Accessories,category_Smartwatches,brand_tier_mid-range,price_segment_budget,price_segment_mid-range,price_segment_premium,product_type_input_device,is_price_outlier,discounted_price
0.0001338966791684,32.5,0.8400000000000001,0.0126201044042078,1312.0,5058.0,3,743.0,1.0,2.0,1.132621951219512,0.2937920126532226,0.5,1.0,8.0,0.0084725524105099,35.98751723848588,0.0025203498348713,0.6153846153846154,157890.0,0.2,0.0,22104.6,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,0.004017113493371
4.946860029064522e-05,30.8,0.6599999999999999,0.0001654545323751,599.0,588.0,1,294.0,1.0,2.0,0.9816360601001668,1.0,0.5,1.0,8.0,0.0076809225190155,13.972551465170955,0.0021813619091764,0.6493506493506493,2070.0,0.2,0.0,227.7,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,0.0015894298763452
0.0001838655940006,36.7,0.0,0.0,974.0,1189.1747183098591,142,949.5,1.0,2.0,1.949691991786448,1.596905795894312,0.5,1.0,8.0,0.0,0.0,0.0043548052011698,0.544959128065395,0.0,0.2,0.0,0.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.0051336316824931
2.120082869599081e-05,-900.0,0.8400000000000001,0.0003500921989386,599.0,398.0,1,199.0,1.0,2.0,0.664440734557596,1.0,0.5,1.0,8.0,0.0144425203692406,20.931147811175013,0.0014692067226974,0.5,4380.0,0.2,0.0,613.2,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,0.0001074074277332
5.8786958626051216e-05,25.0,0.8800000000000001,0.003800658461081,621.5,1136.2,5,374.5,1.0,2.0,1.2051488334674176,0.6592149269494807,0.5,1.0,8.0,0.0083418416161457,32.42069461977008,0.0026831845023231,0.8,47550.0,0.2,0.0,6974.000000000001,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,0.0020246827297317
9.011915678738275e-05,33.4,0.8800000000000001,1.1989458867763465e-05,621.5,999.0,1,499.5,1.0,2.0,1.6074014481094128,1.0,0.5,1.0,8.0,0.0062542936641573,7.081526814710042,0.0035863071612149,0.5988023952095809,150.0,0.2,0.0,22.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,0.0027005411977233
1.5071975562636537e-05,65.0,0.86,5.0355727244606544e-05,363.0,303.44444444444446,9,52.5,1.0,2.0,0.2892561983471074,0.3460270963017209,0.5,1.0,8.0,0.0339653214830855,13.09144648221072,0.0006268563100865,0.3076923076923077,630.0,0.2,0.0,90.3,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,0.0002836713161854
0.0001588498669257,42.3,0.0,0.0,1572.0,1716.3984732824429,131,749.5,1.0,2.0,0.9535623409669212,0.8733403247168533,0.5,1.0,8.0,0.0,0.0,0.0021183318356711,0.4728132387706856,0.0,0.2,0.0,0.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,0.0040522581337065
9.631054923842432e-05,37.5,0.8,2.3978917735526925e-06,349.0,388.0285714285714,35,499.5,1.0,2.0,2.8624641833810887,2.5745526838966204,0.5,1.0,8.0,0.0031927864971709,0.0,0.0064041274892775,0.5333333333333333,30.0,0.2,0.0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.0027005411977233
7.992524800435474e-05,-300.0,0.0,0.0,1510.0,1746.05625,16,668.5,1.0,2.0,0.885430463576159,0.7657256173734379,0.5,1.0,8.0,0.0,0.0,0.0019653646702017,0.5,0.0,0.2,0.0,0.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,0.0009034335313337
8.605410113770902e-05,-1799.9,1.0,2.3978917735526925e-06,599.0,788.2550000000001,86,717.5,1.0,2.0,2.3956594323873124,1.8204768761377976,0.5,1.0,8.0,0.0047686436925151,0.0,0.0053560747667961,0.5,30.0,0.2,0.0,5.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.0002040011199785
7.754875393223778e-05,41.6,0.82,6.714096965947539e-05,599.0,788.2550000000001,86,379.5,1.0,2.0,1.2671118530884808,0.962886375601804,0.5,1.0,8.0,0.0073929684229019,13.662038491718334,0.0028223015770075,0.4807692307692307,840.0,0.2,0.0,114.79999999999998,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,0.0020517170684514
0.0001025644810071,49.6,0.0,0.0,354.0,1699.0,1,849.5,1.0,2.0,4.799435028248587,1.0,0.5,1.0,8.0,0.0,0.0,0.0107529426266743,0.5,0.0,0.2,0.0,0.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.0045929449080998
9.011915678738275e-05,44.5,0.72,8.872199562144962e-05,549.0,867.8,5,416.0,1.0,2.0,1.5154826958105647,0.9587462548974418,0.5,1.0,8.0,0.0054275204307771,12.999304485519207,0.0033799345859812,0.449438202247191,1110.0,0.2,0.0,133.20000000000002,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.002249067741105
9.04943926935065e-05,42.3,0.0,0.0,806.0,1148.7083333333333,24,434.5,1.0,2.0,1.0781637717121588,0.7565018680401902,0.5,1.0,8.0,0.0,0.0,0.0023980823490058,0.4728132387706856,0.0,0.2,0.0,0.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,0.0023490947943677
5.8786958626051216e-05,77.3,0.5,2.158102596197423e-05,2644.0,2086.3571428571427,42,113.5,1.0,2.0,0.0858547655068078,0.1088020815502071,0.5,1.0,8.0,0.0665312296541206,5.493061443340549,0.0001701869531635,0.258732212160414,270.0,0.2,0.0,22.5,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,0.0006134902485653
0.0003089442293752,70.2,0.74,7.673253675368616e-05,363.0,1319.0,2,744.5,1.0,2.0,4.101928374655647,1.128885519332828,0.5,1.0,8.0,0.0020609317000919,12.823222840358987,0.0091869265445957,0.2849002849002849,960.0,0.2,0.0,118.4,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.0040252237949869
0.000258975314543,16.7,0.6599999999999999,6.47430778859227e-05,1572.0,1716.3984732824429,131,1749.5,1.0,2.0,2.225826972010178,2.038570911397112,0.5,1.0,8.0,0.0033874468295671,10.876261657814286,0.0049747732224458,1.0,810.0,0.2,0.0,89.1,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.0094591258776393
